employee_id,name,age,gender,department,region,category,salary,sales,experience_years,join_date,performance_score,email,status
225,Vihaan Gupta,55.0,Female,Sales,North,C,106271.0,76667,18,2016-07-07,1.1,vihaan.gupta225@example.com,Active
226,Divya Verma,53.0,Male,HR,West,C,86754.0,34577,25,2020-03-29,2.1,divya.verma226@example.com,Inactive
227,Aisha Sharma,34.0,Female,Finance,South,A,104860.0,95159,18,2017-02-10,1.3,aisha.sharma227@example.com,Active
228,Varun Kumar,24.0,Male,Marketing,West,B,118315.0,36444,17,2025-04-06,5.0,varun.kumar228@example.com,Inactive
229,Divya Patel,41.0,Female,HR,West,B,50416.0,96183,18,2024-07-12,4.8,divya.patel229@example.com,Active
230,Aarav Sharma,44.0,Female,Sales,South,C,90118.0,48250,10,2015-05-12,2.5,aarav.sharma230@example.com,Inactive
231,Lavanya Reddy,25.0,Female,,East,B,123254.0,73091,28,2024-07-11,1.7,lavanya.reddy231@example.com,Inactive
232,Sneha Verma,50.0,Male,IT,East,C,143368.0,40833,6,2024-07-06,4.5,sneha.verma232@example.com,Inactive
233,Rahul Gupta,27.0,Male,HR,East,A,128409.0,37820,6,2019-03-21,3.5,rahul.gupta233@example.com,Active
234,Aditya Sharma,24.0,Female,IT,South,B,139541.0,36193,28,2022-07-19,4.0,aditya.sharma234@example.com,Active
235,Deepika Patel,26.0,Male,HR,North,B,74493.0,31398,16,2019-09-11,4.5,deepika.patel235@example.com,Active
236,Ananya Das,21.0,Male,HR,West,B,118459.0,47841,15,2025-01-02,4.9,ananya.das236@example.com,Active
237,Rohit Rao,56.0,Male,,East,C,102700.0,26003,22,2021-02-17,1.7,rohit.rao237@example.com,Active
238,Vihaan Gupta,21.0,Male,Operations,South,A,114313.0,78676,28,2024-01-18,1.4,vihaan.gupta238@example.com,Active
239,Sneha Kumar,42.0,Male,Marketing,North,C,34943.0,45689,25,2023-08-07,2.8,sneha.kumar239@example.com,Inactive
240,Arjun Das,47.0,Male,Finance,West,C,141643.0,39411,16,2017-12-08,4.5,arjun.das240@example.com,Active
241,Akash Gupta,25.0,Male,Finance,South,B,,21485,6,2015-04-15,4.6,akash.gupta241@example.com,Active
242,Nikhil Sharma,25.0,Female,IT,North,A,82266.0,37950,7,2023-10-31,3.0,nikhil.sharma242@example.com,Active
243,Priya Singh,30.0,Female,IT,South,B,140436.0,76833,21,2016-08-17,1.6,priya.singh243@example.com,Inactive
244,Rohit Patel,53.0,Male,Operations,East,A,90644.0,97159,16,2022-01-14,3.0,rohit.patel244@example.com,Inactive
245,Sneha Patel,34.0,Male,Finance,East,A,110312.0,42182,19,2025-06-13,4.1,sneha.patel245@example.com,Active
246,Lavanya Singh,60.0,Female,Finance,East,A,112509.0,58822,21,2019-05-29,4.7,lavanya.singh246@example.com,Active
247,Arjun Naidu,38.0,Female,Marketing,North,A,100578.0,94649,30,2016-07-26,4.6,arjun.naidu247@example.com,Active
248,Lavanya Rao,41.0,Male,Finance,East,A,105901.0,87198,9,2020-08-23,4.7,lavanya.rao248@example.com,Active
249,Suresh Sharma,52.0,Female,HR,West,A,67829.0,50598,29,2017-11-03,2.8,suresh.sharma249@example.com,Inactive
250,Priya Rao,51.0,Male,Sales,West,B,45433.0,47795,30,2024-05-17,4.9,priya.rao250@example.com,Inactive
251,Nikhil Patel,52.0,Male,Operations,West,B,51681.0,26332,29,2024-02-29,2.5,nikhil.patel251@example.com,Inactive
252,Neha Patel,34.0,Male,HR,South,C,76115.0,96564,21,2019-01-23,3.1,neha.patel252@example.com,Active
253,Aisha Naidu,56.0,Male,Marketing,North,C,113343.0,41154,34,2023-01-13,4.7,aisha.naidu253@example.com,Active
254,Kiran Reddy,55.0,Male,HR,East,B,34979.0,5467,24,2021-05-09,2.9,kiran.reddy254@example.com,Active
255,Keerthi Singh,57.0,Male,Sales,West,C,131788.0,68976,23,2023-07-12,2.7,keerthi.singh255@example.com,Inactive
256,Sneha Reddy,41.0,Female,IT,North,A,137434.0,8753,8,2016-02-12,3.3,sneha.reddy256@example.com,Active
257,Deepika Reddy,21.0,Male,Finance,East,A,81995.0,76965,9,2015-09-29,4.3,deepika.reddy257@example.com,Inactive
258,Charan Verma,55.0,Female,Sales,West,B,78451.0,15392,9,2017-01-06,1.5,charan.verma258@example.com,Active
259,Varun Gupta,,Female,Operations,East,C,100037.0,52255,14,2020-10-13,1.2,varun.gupta259@example.com,Active
260,Rahul Rao,50.0,Male,HR,South,A,128651.0,72085,20,2021-08-11,2.4,rahul.rao260@example.com,Active
261,Harsha Das,44.0,Male,IT,South,A,136722.0,91990,3,2021-04-03,1.4,harsha.das261@example.com,Inactive
262,Varun Gupta,42.0,Female,Marketing,East,A,93911.0,84035,35,2024-05-12,3.3,varun.gupta262@example.com,Inactive
263,Ananya Das,49.0,Male,Operations,South,C,126056.0,48592,34,2015-09-28,4.2,ananya.das263@example.com,Active
264,Varun Rao,21.0,Female,HR,West,B,42521.0,89738,35,2016-04-27,2.4,varun.rao264@example.com,Active
265,Akash Gupta,51.0,Female,Sales,North,B,50335.0,29395,34,2018-04-17,3.5,akash.gupta265@example.com,Active
266,Rahul Naidu,,Male,Marketing,North,C,127886.0,29349,35,2024-04-27,4.2,rahul.naidu266@example.com,Inactive
267,Priya Gupta,25.0,Female,HR,West,B,136044.0,47978,30,2024-03-17,3.6,priya.gupta267@example.com,Active
268,Sai Patel,26.0,Female,Operations,South,C,33085.0,17374,33,2025-06-22,1.4,sai.patel268@example.com,Active
269,Lavanya Reddy,44.0,Female,Sales,North,C,47274.0,43242,0,2018-06-15,4.0,lavanya.reddy269@example.com,Active
270,Rahul Verma,51.0,Female,Marketing,North,C,144484.0,19932,11,2023-06-04,1.1,rahul.verma270@example.com,Active
271,Sai Singh,24.0,Female,Finance,North,B,59059.0,61349,24,2016-02-23,1.7,sai.singh271@example.com,Inactive
272,Nikhil Rao,21.0,Female,HR,North,B,85340.0,65040,8,2024-02-16,1.1,nikhil.rao272@example.com,Inactive
273,Keerthi Das,23.0,Female,Marketing,South,C,92762.0,81905,10,2023-04-06,3.2,,Inactive
274,Charan Das,31.0,Male,Finance,West,A,128231.0,9981,29,2024-08-04,2.2,charan.das274@example.com,Active
275,Priya Verma,41.0,Male,Operations,South,B,106901.0,86198,25,2017-07-06,1.3,priya.verma275@example.com,Active
276,Isha Patel,59.0,Female,,East,B,103717.0,32872,10,2025-07-31,4.0,isha.patel276@example.com,Inactive
277,Aarav Naidu,25.0,Male,Sales,South,B,36206.0,26800,22,2023-10-08,4.4,aarav.naidu277@example.com,Active
278,Kiran Gupta,59.0,Male,HR,South,A,90444.0,74496,3,2018-05-09,3.7,kiran.gupta278@example.com,Active
279,Meera Sharma,46.0,Female,Finance,West,A,120073.0,36706,32,2022-10-01,3.7,meera.sharma279@example.com,Active
280,Varun Rao,57.0,Female,Sales,South,C,136926.0,77858,17,2022-03-31,4.8,varun.rao280@example.com,Inactive
281,Ananya Patel,45.0,Female,Sales,West,B,108976.0,97513,4,2020-07-02,4.3,ananya.patel281@example.com,Active
282,Mohan Patel,22.0,Male,Sales,South,A,107231.0,19115,4,2023-07-21,4.1,mohan.patel282@example.com,Active
283,Aditya Singh,49.0,Female,HR,North,C,44725.0,50307,3,2024-07-23,3.7,aditya.singh283@example.com,Inactive
284,Rohit Reddy,22.0,Female,Finance,North,A,135795.0,21500,17,2015-03-14,1.0,rohit.reddy284@example.com,Active
285,Akash Rao,53.0,Male,Marketing,East,B,94054.0,40917,32,2016-03-26,1.2,akash.rao285@example.com,Inactive
286,Kiran Naidu,51.0,Female,Finance,West,B,121553.0,75831,23,2016-03-04,2.2,kiran.naidu286@example.com,Active
287,Pooja Singh,22.0,Male,HR,North,C,56756.0,49420,28,2019-09-10,3.9,pooja.singh287@example.com,Inactive
288,Suresh Singh,40.0,Female,Operations,East,C,126038.0,95320,2,2020-11-17,4.2,suresh.singh288@example.com,Active
289,Aarav Das,53.0,Male,IT,North,B,128993.0,36589,14,2022-01-27,4.0,aarav.das289@example.com,Inactive
290,Rohit Sharma,44.0,Male,HR,East,A,49868.0,69409,2,2024-03-27,1.0,rohit.sharma290@example.com,Inactive
291,Sai Gupta,43.0,Male,Finance,West,B,,64118,13,2018-11-08,3.0,sai.gupta291@example.com,Active
292,Aditya Das,44.0,Male,IT,South,A,115494.0,7473,14,2022-02-06,4.0,aditya.das292@example.com,Active
293,Aisha Patel,37.0,Male,Operations,South,A,65261.0,88776,1,2015-05-23,3.6,aisha.patel293@example.com,Active
294,Pooja Kumar,56.0,Male,,West,C,,70416,16,2015-05-14,3.1,pooja.kumar294@example.com,Active
295,Mohan Patel,45.0,Female,Finance,South,A,68540.0,36658,24,2018-05-03,2.0,mohan.patel295@example.com,Active
296,Harsha Singh,56.0,Female,Marketing,West,C,97864.0,84022,13,2021-07-30,3.7,harsha.singh296@example.com,Inactive
297,Riya Naidu,22.0,Female,Finance,East,C,118176.0,19580,29,2015-02-05,4.7,riya.naidu297@example.com,Active
298,Riya Verma,51.0,Female,Finance,North,A,136679.0,91306,33,2023-08-27,1.7,riya.verma298@example.com,Inactive
299,Sneha Patel,41.0,Male,HR,West,C,134751.0,82681,15,2020-07-30,3.0,sneha.patel299@example.com,Inactive
300,Rahul Kumar,22.0,Male,Finance,East,C,30383.0,63178,11,2017-08-14,3.8,rahul.kumar300@example.com,Inactive
301,Ananya Naidu,36.0,Female,HR,North,C,142473.0,40624,5,2019-11-30,3.0,ananya.naidu301@example.com,Inactive
302,Ananya Sharma,27.0,Female,Sales,East,B,77205.0,62998,1,2025-10-11,3.7,ananya.sharma302@example.com,Active
303,Vihaan Singh,28.0,Female,IT,North,A,88205.0,4021,14,2024-05-22,2.7,vihaan.singh303@example.com,Active
304,Pooja Verma,45.0,Male,Operations,North,B,138216.0,10167,5,2019-04-02,2.8,pooja.verma304@example.com,Active
305,Akash Patel,56.0,Male,Marketing,South,C,78314.0,24472,23,2019-11-02,4.2,akash.patel305@example.com,Inactive
306,Riya Kumar,59.0,Male,Marketing,West,C,32000.0,5665,25,2025-11-23,4.8,riya.kumar306@example.com,Inactive
307,Krishna Naidu,45.0,Female,Finance,South,C,140909.0,99507,15,2023-12-25,5.0,krishna.naidu307@example.com,Active
308,Rahul Sharma,60.0,Female,HR,West,A,131294.0,10776,14,2023-02-12,4.3,rahul.sharma308@example.com,Active
309,Vihaan Singh,29.0,Male,HR,West,B,84905.0,17339,7,2015-08-14,3.7,vihaan.singh309@example.com,Active
310,Isha Verma,45.0,Female,,South,B,105057.0,93397,23,2024-07-05,4.7,isha.verma310@example.com,Inactive
311,Rohit Patel,27.0,Female,IT,North,A,114686.0,3646,5,2023-06-16,4.0,rohit.patel311@example.com,Active
312,Arjun Kumar,46.0,Male,Operations,East,B,49647.0,99102,5,2016-08-14,3.8,arjun.kumar312@example.com,Active
313,Suresh Naidu,37.0,Male,IT,West,A,78165.0,22011,1,2024-07-02,3.8,suresh.naidu313@example.com,Inactive
314,Pooja Sharma,25.0,Male,Sales,North,B,100959.0,27845,16,2022-09-07,3.5,pooja.sharma314@example.com,Inactive
315,Aisha Gupta,60.0,Male,Marketing,East,B,94895.0,85429,15,2022-06-29,4.6,aisha.gupta315@example.com,Active
316,Divya Kumar,39.0,Male,Finance,East,B,128243.0,69672,30,2015-03-12,1.6,divya.kumar316@example.com,Active
317,Divya Verma,48.0,Female,Marketing,North,A,57038.0,21064,13,2015-07-13,2.1,divya.verma317@example.com,Inactive
318,Neha Naidu,,Male,Sales,North,A,80256.0,48692,2,2020-05-26,3.8,neha.naidu318@example.com,Inactive
319,Sneha Singh,36.0,Female,Finance,South,C,34005.0,70728,32,2019-03-15,2.1,sneha.singh319@example.com,Active
320,Riya Naidu,42.0,Female,Marketing,South,A,62088.0,12453,19,2019-10-15,4.5,riya.naidu320@example.com,Active
321,Akash Sharma,21.0,Female,Finance,East,C,94513.0,12482,6,2020-07-25,4.5,akash.sharma321@example.com,Inactive
322,Aditya Gupta,25.0,Male,IT,South,B,85101.0,5893,2,2020-08-08,4.7,aditya.gupta322@example.com,Inactive
323,Vihaan Rao,43.0,Male,IT,South,C,61937.0,86234,9,2025-09-20,2.1,vihaan.rao323@example.com,Inactive
324,Lavanya Sharma,36.0,Male,Finance,South,B,100148.0,34702,31,2018-05-08,2.9,lavanya.sharma324@example.com,Inactive
325,Pooja Naidu,59.0,Male,Marketing,South,A,,28357,26,2024-05-10,1.2,pooja.naidu325@example.com,Active
326,Pooja Gupta,48.0,Male,Sales,West,B,56841.0,9895,16,2016-11-08,3.1,pooja.gupta326@example.com,Inactive
327,Krishna Patel,43.0,Female,Marketing,East,B,107296.0,83171,14,2022-03-29,2.6,krishna.patel327@example.com,Active
328,Charan Naidu,31.0,Male,Sales,North,C,105695.0,54496,7,2025-06-01,1.2,charan.naidu328@example.com,Active
329,Krishna Verma,,Male,Marketing,North,A,143242.0,14820,30,2022-11-02,1.9,krishna.verma329@example.com,Inactive
330,Aditya Reddy,30.0,Female,Finance,East,B,142525.0,31272,29,2020-06-06,4.3,aditya.reddy330@example.com,Inactive
331,Bhavana Reddy,24.0,Male,Operations,North,C,129751.0,30959,9,2021-12-16,2.3,bhavana.reddy331@example.com,Active
332,Harsha Reddy,58.0,Male,HR,South,C,136024.0,77557,11,2018-08-28,4.8,harsha.reddy332@example.com,Inactive
333,Lavanya Sharma,45.0,Male,Operations,West,B,123769.0,18776,22,2017-05-26,4.3,lavanya.sharma333@example.com,Active
334,Neha Rao,22.0,Male,Finance,East,C,32782.0,28092,32,2018-12-22,1.5,neha.rao334@example.com,Active
335,Krishna Rao,49.0,Male,IT,East,A,,86128,0,2019-02-12,2.4,krishna.rao335@example.com,Active
336,Aditya Singh,48.0,Male,HR,West,B,51834.0,28152,14,2022-12-05,2.8,aditya.singh336@example.com,Inactive
337,Lavanya Das,24.0,Male,HR,South,C,34882.0,87147,19,2016-08-03,4.0,lavanya.das337@example.com,Inactive
338,Meera Singh,48.0,Female,IT,South,C,,39892,23,2021-07-24,2.1,meera.singh338@example.com,Active
339,Sneha Sharma,49.0,Male,IT,South,A,137356.0,4201,11,2015-11-04,2.5,sneha.sharma339@example.com,Active
340,Akash Naidu,49.0,Male,IT,West,B,124284.0,70673,3,2018-04-23,4.2,akash.naidu340@example.com,Active
341,Rahul Kumar,59.0,Female,Sales,East,B,139009.0,62133,4,2020-12-17,4.2,rahul.kumar341@example.com,Inactive
342,Keerthi Das,50.0,Female,Marketing,South,A,137008.0,64240,33,2017-12-24,3.3,keerthi.das342@example.com,Inactive
343,Arjun Verma,57.0,Female,Finance,East,B,53791.0,89433,1,2015-12-19,3.7,,Active
344,Suresh Das,37.0,Male,Operations,East,B,124451.0,31040,18,2019-09-03,1.3,suresh.das344@example.com,Inactive
345,Aarav Das,30.0,Male,Operations,West,C,35083.0,56812,25,2021-06-09,2.2,aarav.das345@example.com,Active
346,Akash Sharma,21.0,Female,Operations,East,B,119583.0,64490,33,2022-07-13,1.3,akash.sharma346@example.com,Inactive
347,Mohan Rao,38.0,Female,Marketing,North,C,139600.0,58069,11,2018-08-26,5.0,mohan.rao347@example.com,Active
348,Suresh Sharma,51.0,Female,Finance,North,B,67131.0,93188,33,2017-05-16,3.4,suresh.sharma348@example.com,Inactive
349,Riya Patel,57.0,Male,HR,North,A,125624.0,44793,20,2017-05-14,4.2,riya.patel349@example.com,Inactive
350,Aisha Das,28.0,Female,Finance,North,A,129712.0,67999,10,2025-03-10,2.4,aisha.das350@example.com,Active
351,Divya Rao,29.0,Male,Marketing,South,B,116753.0,27905,28,2024-07-28,3.8,divya.rao351@example.com,Active
352,Deepika Das,56.0,Male,Sales,West,A,148676.0,78659,16,2021-03-08,1.8,deepika.das352@example.com,Inactive
353,Neha Gupta,23.0,Male,IT,North,C,125223.0,47431,35,2019-09-01,4.2,neha.gupta353@example.com,Active
354,Charan Kumar,21.0,Male,Operations,South,C,112522.0,50064,30,2016-02-20,4.1,charan.kumar354@example.com,Inactive
355,Aarav Naidu,32.0,Female,Finance,East,A,56189.0,91431,9,2025-01-31,1.6,aarav.naidu355@example.com,Active
356,Keerthi Sharma,50.0,Male,Finance,West,C,133875.0,14430,16,2018-04-17,4.3,keerthi.sharma356@example.com,Active
357,Sneha Kumar,60.0,Female,Sales,East,C,110565.0,58566,29,2022-03-28,4.6,sneha.kumar357@example.com,Active
358,Akash Kumar,47.0,Female,Sales,North,A,71725.0,7067,8,2017-07-31,5.0,akash.kumar358@example.com,Inactive
359,Nikhil Rao,25.0,Male,HR,South,A,107739.0,3510,0,2017-02-03,1.0,nikhil.rao359@example.com,Inactive
360,Keerthi Singh,33.0,Female,Marketing,East,A,138371.0,11435,28,2022-08-10,2.3,keerthi.singh360@example.com,Active
361,Rohit Verma,35.0,Female,Sales,East,C,118804.0,2473,2,2025-10-31,1.4,rohit.verma361@example.com,Active
362,Divya Singh,37.0,Male,Sales,West,C,55515.0,66702,30,2025-04-29,4.1,divya.singh362@example.com,Active
363,Sai Singh,35.0,Male,Sales,South,C,80459.0,81107,33,2019-04-25,1.3,sai.singh363@example.com,Inactive
364,Vihaan Verma,36.0,Female,IT,East,A,130732.0,66942,2,2019-05-20,2.4,vihaan.verma364@example.com,Inactive
365,Lavanya Das,32.0,Male,Marketing,South,A,67130.0,54303,27,2024-01-14,1.2,lavanya.das365@example.com,Active
366,Meera Singh,41.0,Male,Marketing,South,B,113799.0,87779,1,2021-05-06,3.7,meera.singh366@example.com,Inactive
367,Aditya Sharma,60.0,Female,Operations,West,B,74092.0,93443,31,2015-02-19,2.0,aditya.sharma367@example.com,Inactive
368,Meera Rao,,Female,HR,North,C,99838.0,52935,24,2019-11-18,2.9,meera.rao368@example.com,Inactive
369,Krishna Gupta,23.0,Male,HR,West,A,48729.0,41894,7,2021-11-15,4.4,krishna.gupta369@example.com,Active
370,Kiran Naidu,60.0,Female,IT,East,A,68888.0,23920,6,2025-11-20,1.3,kiran.naidu370@example.com,Inactive
371,Riya Patel,43.0,Female,Sales,West,C,126082.0,6682,2,2024-10-25,3.8,riya.patel371@example.com,Active
372,Keerthi Verma,32.0,Female,Marketing,North,B,117762.0,81304,21,2021-08-06,4.9,keerthi.verma372@example.com,Inactive
373,Sneha Reddy,,Male,IT,East,B,49301.0,87861,18,2019-03-20,3.6,sneha.reddy373@example.com,Active
374,Priya Gupta,22.0,Female,Marketing,East,B,144526.0,95541,8,2020-03-13,3.1,priya.gupta374@example.com,Inactive
375,Divya Gupta,40.0,Female,Marketing,East,B,48213.0,96848,0,2018-03-14,1.2,divya.gupta375@example.com,Active
376,Krishna Das,46.0,Male,Sales,North,C,109026.0,3559,7,2019-10-20,1.1,krishna.das376@example.com,Active
377,Krishna Das,58.0,Male,Operations,North,A,,82872,33,2016-01-18,3.7,krishna.das377@example.com,Inactive
378,Akash Rao,43.0,Male,Operations,East,C,108289.0,91361,21,2019-03-30,1.5,akash.rao378@example.com,Active
379,Sneha Sharma,39.0,Female,HR,East,C,90739.0,98680,28,2018-07-16,4.4,sneha.sharma379@example.com,Active
380,Divya Kumar,41.0,Female,HR,West,A,40698.0,72320,33,2022-10-21,1.9,divya.kumar380@example.com,Active
381,Aditya Patel,50.0,Male,Marketing,East,B,99577.0,44932,3,2021-04-19,3.5,aditya.patel381@example.com,Inactive
382,Arjun Sharma,40.0,Female,HR,North,A,124353.0,14755,18,2020-03-14,3.9,arjun.sharma382@example.com,Active
383,Harsha Sharma,56.0,Female,Sales,West,A,145365.0,7373,6,2017-11-29,1.5,harsha.sharma383@example.com,Inactive
384,Aisha Singh,,Male,Sales,West,B,149849.0,26038,23,2015-03-02,4.9,aisha.singh384@example.com,Inactive
385,Suresh Naidu,22.0,Female,IT,South,B,69818.0,42788,7,2021-09-23,3.7,suresh.naidu385@example.com,Inactive
386,Bhavana Verma,57.0,Female,IT,East,B,111785.0,42821,25,2019-11-28,1.9,bhavana.verma386@example.com,Active
387,Aarav Verma,56.0,Male,Sales,North,A,114122.0,87832,19,2023-10-03,1.5,aarav.verma387@example.com,Inactive
388,Riya Das,47.0,Female,Sales,West,A,82957.0,90394,31,2025-03-14,2.8,riya.das388@example.com,Inactive
389,Keerthi Das,31.0,Female,Sales,North,B,,74838,7,2020-10-02,3.7,keerthi.das389@example.com,Inactive
390,Aditya Das,22.0,Female,Operations,South,A,76426.0,60639,11,2022-02-10,4.4,aditya.das390@example.com,Active
391,Charan Sharma,36.0,Male,HR,North,B,109655.0,14537,30,2021-12-22,2.4,charan.sharma391@example.com,Active
392,Divya Singh,56.0,Female,Marketing,North,B,63321.0,55766,17,2020-10-20,3.9,divya.singh392@example.com,Active
393,Neha Naidu,24.0,Female,HR,North,B,30618.0,4289,28,2018-01-13,3.6,neha.naidu393@example.com,Active
394,Arjun Kumar,50.0,Male,HR,West,B,36935.0,43234,22,2025-06-14,3.4,arjun.kumar394@example.com,Inactive
395,Pooja Gupta,39.0,Female,Sales,South,A,131398.0,8014,33,2025-11-14,3.3,pooja.gupta395@example.com,Active
396,Sneha Sharma,41.0,Male,Sales,East,C,105877.0,22895,10,2025-09-30,1.9,,Inactive
397,Varun Sharma,,Female,Operations,East,C,118541.0,2011,29,2019-11-16,2.2,varun.sharma397@example.com,Active
398,Sneha Rao,39.0,Male,Operations,East,A,30999.0,34254,26,2022-08-02,3.8,sneha.rao398@example.com,Active
399,Bhavana Verma,27.0,Male,Marketing,North,C,104201.0,83988,33,2019-10-04,1.1,bhavana.verma399@example.com,Inactive
400,Isha Verma,52.0,Female,Operations,West,C,43230.0,24420,3,2015-08-30,2.2,isha.verma400@example.com,Inactive
401,Aisha Naidu,30.0,Male,Sales,South,C,43137.0,76149,10,2018-03-18,2.0,aisha.naidu401@example.com,Inactive
402,Vihaan Verma,60.0,Male,Finance,West,A,100169.0,23348,32,2024-01-20,4.2,vihaan.verma402@example.com,Inactive
403,Riya Verma,57.0,Female,Sales,West,B,148485.0,89272,32,2020-07-13,4.4,riya.verma403@example.com,Inactive
404,Keerthi Rao,45.0,Male,IT,South,A,123487.0,38947,20,2021-11-03,1.0,keerthi.rao404@example.com,Active
405,Harsha Naidu,24.0,Female,Finance,North,A,42523.0,52528,31,2018-06-12,2.4,harsha.naidu405@example.com,Active
406,Arjun Verma,40.0,Male,IT,West,B,34581.0,31086,15,2024-04-16,3.8,arjun.verma406@example.com,Inactive
407,Isha Reddy,56.0,Female,IT,East,B,,87521,16,2021-12-06,2.5,isha.reddy407@example.com,Active
408,Rahul Sharma,38.0,Female,Marketing,South,B,119220.0,24878,4,2017-07-11,2.1,,Active
409,Krishna Rao,26.0,Male,Finance,West,C,44804.0,53313,15,2018-11-30,1.5,krishna.rao409@example.com,Inactive
410,Pooja Kumar,54.0,Female,Sales,North,A,64351.0,75010,20,2022-03-20,3.4,pooja.kumar410@example.com,Active
411,Mohan Patel,30.0,Male,Finance,East,C,144347.0,49465,1,2016-06-03,4.5,mohan.patel411@example.com,Inactive
412,Akash Singh,23.0,Female,IT,East,C,62797.0,11210,4,2017-12-10,3.3,akash.singh412@example.com,Active
413,Nikhil Reddy,,Female,Finance,East,C,69999.0,76833,24,2025-10-03,3.8,nikhil.reddy413@example.com,Active
414,Nikhil Singh,37.0,Female,Sales,East,A,122455.0,32460,26,2025-07-02,3.9,nikhil.singh414@example.com,Active
415,Kiran Patel,42.0,Female,Marketing,West,C,68378.0,88335,6,2020-06-08,4.1,kiran.patel415@example.com,Active
416,Vihaan Das,45.0,Male,Finance,East,B,61646.0,55820,26,2023-12-24,3.5,vihaan.das416@example.com,Active
417,Bhavana Das,52.0,Female,Operations,West,C,134844.0,65369,3,2020-07-14,2.4,bhavana.das417@example.com,Inactive
418,Divya Verma,55.0,Female,Marketing,South,A,68620.0,40266,8,2021-10-05,2.3,divya.verma418@example.com,Active
419,Bhavana Patel,,Female,Sales,South,B,40553.0,29917,16,2017-11-25,2.7,bhavana.patel419@example.com,Active
420,Aisha Gupta,49.0,Male,Finance,North,A,33848.0,58897,17,2016-03-30,4.1,aisha.gupta420@example.com,Inactive
421,Pooja Kumar,43.0,Male,Sales,West,C,98740.0,21697,12,2015-03-26,3.2,pooja.kumar421@example.com,Active
422,Aditya Gupta,22.0,Male,HR,South,C,50568.0,70012,25,2015-04-21,4.5,aditya.gupta422@example.com,Inactive
423,Pooja Rao,33.0,Male,Marketing,West,A,130559.0,69991,35,2024-06-08,1.5,pooja.rao423@example.com,Active
424,Krishna Naidu,30.0,Female,IT,South,B,88012.0,92922,33,2018-07-19,4.8,krishna.naidu424@example.com,Inactive
425,Arjun Das,35.0,Male,Finance,West,A,146357.0,2433,12,2024-05-03,3.9,arjun.das425@example.com,Inactive
426,Suresh Reddy,21.0,Male,Operations,East,C,128446.0,13371,21,2017-10-16,2.1,suresh.reddy426@example.com,Inactive
427,Sai Das,34.0,Female,Marketing,North,B,116534.0,95210,22,2021-01-26,1.2,sai.das427@example.com,Active
428,Aditya Reddy,43.0,Male,Operations,South,A,96301.0,90644,2,2025-04-06,1.1,aditya.reddy428@example.com,Inactive
429,Priya Patel,50.0,Male,,North,C,132837.0,62288,34,2022-06-21,1.7,priya.patel429@example.com,Inactive
430,Sneha Kumar,48.0,Female,Sales,South,C,129344.0,76274,22,2019-06-11,3.9,sneha.kumar430@example.com,Inactive
431,Lavanya Verma,51.0,Male,Sales,South,C,41580.0,62619,21,2018-12-31,1.6,lavanya.verma431@example.com,Active
432,Keerthi Kumar,,Male,IT,East,C,98097.0,68896,14,2016-02-12,4.2,,Inactive
433,Bhavana Reddy,48.0,Female,Sales,East,C,47212.0,50433,11,2018-09-24,2.6,bhavana.reddy433@example.com,Inactive
434,Rahul Singh,41.0,Male,Marketing,South,C,117361.0,83404,1,2019-09-26,3.4,rahul.singh434@example.com,Active
435,Harsha Sharma,25.0,Male,Sales,South,A,72280.0,27933,9,2020-05-29,1.1,harsha.sharma435@example.com,Inactive
436,Nikhil Kumar,50.0,Male,Finance,West,A,42431.0,78160,7,2019-02-03,2.8,nikhil.kumar436@example.com,Active
437,Charan Sharma,52.0,Female,Marketing,East,C,143876.0,35790,27,2015-06-03,1.9,charan.sharma437@example.com,Inactive
438,Lavanya Singh,46.0,Female,Finance,South,C,,18207,20,2020-07-14,1.9,lavanya.singh438@example.com,Active
439,Charan Reddy,33.0,Female,Operations,West,C,130140.0,4565,28,2015-01-11,4.5,charan.reddy439@example.com,Active
440,Kiran Reddy,52.0,Male,Finance,West,B,129415.0,10858,34,2016-02-06,1.2,kiran.reddy440@example.com,Inactive
441,Riya Gupta,24.0,Female,Operations,North,A,70953.0,14434,30,2015-06-02,3.3,riya.gupta441@example.com,Inactive
442,Varun Gupta,35.0,Female,Sales,North,A,72084.0,82785,5,2023-08-13,1.9,varun.gupta442@example.com,Inactive
443,Priya Singh,53.0,Female,HR,West,B,115045.0,63724,29,2019-03-17,3.8,priya.singh443@example.com,Inactive
444,Charan Naidu,33.0,Female,Finance,East,C,132255.0,23586,3,2021-11-06,3.5,charan.naidu444@example.com,Inactive
445,Ananya Kumar,32.0,Female,Sales,West,A,53579.0,74480,7,2025-11-05,3.6,ananya.kumar445@example.com,Inactive
446,Priya Reddy,53.0,Female,HR,South,A,126152.0,44171,35,2025-11-03,3.4,priya.reddy446@example.com,Inactive
447,Meera Naidu,51.0,Female,Sales,North,B,109797.0,55756,2,2022-08-27,3.3,meera.naidu447@example.com,Inactive
448,Meera Verma,45.0,Male,Operations,West,C,135825.0,90476,13,2025-04-02,4.5,meera.verma448@example.com,Active
449,Varun Rao,24.0,Male,,East,B,147549.0,61141,5,2021-07-19,1.6,varun.rao449@example.com,Inactive
450,Keerthi Gupta,31.0,Female,Finance,East,A,113378.0,27773,19,2017-03-10,3.8,keerthi.gupta450@example.com,Active
